id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_original
947,2023-03-05,user_96109,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Cultura de lo efímero y proyectos de vida,positivo,6213,993,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
949,2024-03-08,user_35898,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento,Cultura de lo efímero y proyectos de vida,positivo,17447,4617,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento."
957,2022-07-20,user_84014,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Cultura de lo efímero y proyectos de vida,positivo,4908,135,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
963,2024-01-10,user_72072,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure,IA y pérdida de autonomía humana,neutral,18157,2026,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.
991,2022-09-21,user_37702,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación,Cultura de lo efímero y proyectos de vida,positivo,17337,2748,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.
996,2024-02-19,user_3276,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,IA y pérdida de autonomía humana,positivo,9597,781,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
997,2023-11-16,user_99856,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante,IA y pérdida de autonomía humana,negativo,16472,924,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
1001,2023-03-13,user_17521,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando puede predecir emociones precisión inquietante queda entonces espontaneidad,Generación Z y crisis de sentido,positivo,2401,1158,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?"
1011,2023-08-09,user_52456,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure,Generación Z y crisis de sentido,positivo,18284,1286,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.
1012,2022-05-15,user_63371,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién puede predecir emociones precisión inquietante queda entonces espontaneidad,Cultura de lo efímero y proyectos de vida,negativo,13507,3439,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?"
1027,2022-02-24,user_50393,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas cada vez app recomienda ver comprar siento renuncio libertad elección,Generación Z y crisis de sentido,neutral,12698,1666,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
1035,2022-10-22,user_69319,veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,Generación Z y crisis de sentido,positivo,8584,2186,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
1036,2024-06-12,user_98185,puede predecir emociones precisión inquietante queda entonces espontaneidad algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento,Cultura de lo efímero y proyectos de vida,neutral,6470,3286,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
1040,2022-07-21,user_7446,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,Generación Z y crisis de sentido,positivo,1566,865,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?"
1057,2022-08-09,user_79545,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,IA y pérdida de autonomía humana,neutral,4493,2,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
1058,2022-01-30,user_45366,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación,Generación Z y crisis de sentido,positivo,15510,4241,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación."
1070,2022-10-16,user_81737,puede predecir emociones precisión inquietante queda entonces espontaneidad tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,Generación Z y crisis de sentido,positivo,763,1795,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
1078,2023-10-31,user_70266,veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Generación Z y crisis de sentido,positivo,10242,2270,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?
1083,2023-10-29,user_65678,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo puede predecir emociones precisión inquietante queda entonces espontaneidad,Generación Z y crisis de sentido,positivo,5995,749,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?"
1094,2022-08-22,user_4176,cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión,Cultura de lo efímero y proyectos de vida,negativo,2729,2420,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión."
1099,2022-11-12,user_34010,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,IA y pérdida de autonomía humana,positivo,17766,982,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?"
1100,2022-04-30,user_63747,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas,Generación Z y crisis de sentido,negativo,14294,2982,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas."
1105,2022-08-09,user_35732,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento puede predecir emociones precisión inquietante queda entonces espontaneidad,Cultura de lo efímero y proyectos de vida,positivo,18612,1514,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?
1107,2023-12-22,user_61302,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Generación Z y crisis de sentido,positivo,4228,634,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
1116,2023-10-25,user_2960,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,Cultura de lo efímero y proyectos de vida,negativo,2553,2302,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento."
1119,2023-01-19,user_51765,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Cultura de lo efímero y proyectos de vida,negativo,6727,2323,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
1127,2022-09-04,user_85439,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién cada vez app recomienda ver comprar siento renuncio libertad elección,IA y pérdida de autonomía humana,negativo,9281,3120,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
1130,2023-11-04,user_91649,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas,Cultura de lo efímero y proyectos de vida,neutral,12816,5,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas."
1133,2023-03-28,user_95917,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,IA y pérdida de autonomía humana,negativo,5966,1773,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?
1143,2023-09-20,user_78652,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,Cultura de lo efímero y proyectos de vida,negativo,778,845,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento."
1144,2023-01-19,user_72259,puede predecir emociones precisión inquietante queda entonces espontaneidad mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure,Cultura de lo efímero y proyectos de vida,positivo,11819,4395,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.
1146,2022-03-06,user_12930,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión,Generación Z y crisis de sentido,positivo,2820,3755,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión."
1149,2024-03-08,user_48496,veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación cada vez app recomienda ver comprar siento renuncio libertad elección,Generación Z y crisis de sentido,positivo,11041,3351,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
1165,2022-01-23,user_42328,ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,Cultura de lo efímero y proyectos de vida,positivo,13904,1625,"El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
1178,2023-04-22,user_38236,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,Cultura de lo efímero y proyectos de vida,negativo,9548,1232,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
1192,2022-05-17,user_83975,puede predecir emociones precisión inquietante queda entonces espontaneidad tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión,Cultura de lo efímero y proyectos de vida,negativo,16858,161,"La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión."
1197,2022-01-30,user_89266,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos cada vez app recomienda ver comprar siento renuncio libertad elección,IA y pérdida de autonomía humana,positivo,15027,4211,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
1223,2023-02-28,user_26869,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta,Cultura de lo efímero y proyectos de vida,negativo,11678,1324,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
1239,2023-03-29,user_80003,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,Cultura de lo efímero y proyectos de vida,negativo,11592,2113,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
1249,2023-08-11,user_25512,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación,Cultura de lo efímero y proyectos de vida,negativo,1593,852,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación."
1254,2023-02-16,user_37601,cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento,IA y pérdida de autonomía humana,neutral,12306,3737,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento."
1268,2022-10-28,user_26112,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,Generación Z y crisis de sentido,negativo,18365,3973,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
1279,2023-06-29,user_32677,mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,IA y pérdida de autonomía humana,negativo,6095,615,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
1283,2023-07-24,user_29808,proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,IA y pérdida de autonomía humana,negativo,19236,534,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
1285,2023-05-02,user_96320,cada vez app recomienda ver comprar siento renuncio libertad elección tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,Cultura de lo efímero y proyectos de vida,positivo,12896,2873,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible."
1293,2023-12-07,user_40699,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,IA y pérdida de autonomía humana,positivo,18318,1970,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible."
1297,2024-02-27,user_30259,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,IA y pérdida de autonomía humana,neutral,19778,573,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
1303,2022-08-02,user_54382,cada vez app recomienda ver comprar siento renuncio libertad elección identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,IA y pérdida de autonomía humana,positivo,419,3004,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
1328,2024-02-26,user_9424,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Generación Z y crisis de sentido,negativo,6608,2112,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?"
1345,2022-07-19,user_99957,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta,Cultura de lo efímero y proyectos de vida,negativo,11946,166,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
1347,2024-05-23,user_53521,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Generación Z y crisis de sentido,negativo,12812,337,"¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
1387,2023-09-07,user_2435,puede predecir emociones precisión inquietante queda entonces espontaneidad ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Cultura de lo efímero y proyectos de vida,positivo,1110,4952,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?
1394,2022-04-14,user_23819,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,IA y pérdida de autonomía humana,negativo,2036,3933,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
1410,2023-06-02,user_92171,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Cultura de lo efímero y proyectos de vida,positivo,18188,2480,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
1416,2024-05-23,user_97607,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación,Cultura de lo efímero y proyectos de vida,negativo,15121,847,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación."
1438,2023-03-03,user_37598,cada vez app recomienda ver comprar siento renuncio libertad elección cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,IA y pérdida de autonomía humana,positivo,14956,1342,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
1441,2023-05-16,user_1738,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Cultura de lo efímero y proyectos de vida,positivo,19571,1013,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?
1447,2023-02-25,user_20578,cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Cultura de lo efímero y proyectos de vida,negativo,7085,1546,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
1459,2023-07-20,user_80878,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Generación Z y crisis de sentido,positivo,14080,1823,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
1465,2023-02-23,user_29311,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión,Generación Z y crisis de sentido,neutral,10356,2768,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión."
1467,2022-11-19,user_96686,proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,IA y pérdida de autonomía humana,positivo,12048,761,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.
1472,2022-04-23,user_64608,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento cada vez app recomienda ver comprar siento renuncio libertad elección,Generación Z y crisis de sentido,neutral,12438,2004,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
